0.02545	0.01429	0.01139	0.009125	0.008385	0.006182	0.01344	0.01213	0.009997	0.007319	0.008149	0.007827	0.008211	0.008444	0.00447	0.002327	0.01294	0.01182	0.01084	0.009191	0.008907	0.008961	0.009592	0.009567	0.009684	0.009895	0.009859	0.009793	0.009763	0.009979	0.009599	0.00963	0.009323	0.009221	0.009082	0.008989	0.008743	0.009004	0.009088	0.008242	0.008721	0.008173	0.008675	0.008381	0.008304	0.008447	0.008515	0.008243	0.008109	0.007416	0.009986	0.01001	0.009307	0.008539	0.008919	0.009049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.01348	0.0601	0.0479	0.03837	0.03526	0.02599	0.05652	0.05101	0.04204	0.03078	0.03427	0.03291	0.03453	0.03551	0.0188	0.009784	0.05441	0.04971	0.04559	0.03865	0.03745	0.03768	0.04034	0.04023	0.04072	0.04161	0.04146	0.04118	0.04105	0.04196	0.04036	0.04049	0.0392	0.03877	0.03819	0.0378	0.03677	0.03786	0.03821	0.03466	0.03667	0.03436	0.03648	0.03524	0.03492	0.03552	0.03581	0.03466	0.0341	0.03119	0.04199	0.04211	0.03913	0.0359	0.0375	0.03805	0	0	0	0	0	0	0.001556	0.001977	0	0.001148	-0.001182	0.001719	0.003407	0.001573	0.001857	0.001868	0.001474	0.001715	0.001574	0	0	0	0.002394	0.003465	0.003644	0.003703	0.003264	0.003098	0.002839	0.002593	0.001953	0.002624	0.002913	0.001418	0.00206	0	0.00198	0.001928	0.001564	0.001703	0.001767	0.001495	0.001617	0	0	0	0	0	0.001845	0.001901
0.0104	0.04638	0.1257	0.08384	0.06621	0.03992	0.07001	0.1081	0.09816	0.05096	0.05575	0.04636	0.0435	0.03715	0.02887	0.01503	0.0683	0.06464	0.06081	0.05413	0.05294	0.05396	0.06961	0.06717	0.0722	0.08669	0.09099	0.09324	0.06771	0.06717	0.06155	0.06175	0.0562	0.05522	0.05412	0.05326	0.05073	0.05346	0.05432	0.0546	0.05676	0.05544	0.04775	0.04061	0.04546	0.04778	0.04879	0.04881	0.05049	0.05045	0.09162	0.09006	0.07963	0.06906	0.05706	0.0572	0.001633	0	0	0	0.0012	0.001838	0.002838	0.003063	0.001518	0.001763	0	0.003914	0.005562	0.003722	0.003956	0.003866	0.00141	0.001076	0.002434	-0.001049	-0.002124	-0.003042	0.002522	0.005179	0.006967	0.007058	0.005488	0.00534	0.005052	0.004829	0.004251	0.004834	0.00508	0.001963	0.003545	0.00139	0.004604	0.004898	0.003634	0.004017	0.003963	0.003031	0.002618	0	0	0	0.001354	0.001473	0.003856	0.004317
0.00856	0.03817	0.08617	0.1156	0.08646	0.04863	0.0527	0.07567	0.1017	0.06366	0.0693	0.05446	0.04845	0.03785	0.03516	0.0183	0.053	0.05649	0.0575	0.05779	0.05781	0.05884	0.07454	0.0724	0.07713	0.09127	0.09539	0.09752	0.07316	0.073	0.06754	0.06777	0.06243	0.06143	0.06027	0.05922	0.05588	0.05954	0.06066	0.06635	0.06797	0.06851	0.05193	0.04269	0.05063	0.0532	0.05431	0.05579	0.05948	0.06235	0.1	0.1007	0.09464	0.08786	0.06736	0.06686	0.001051	0	-0.001241	0	0.0014	0.002197	0.003346	0.003541	0.001849	0.002148	0.001509	0.003003	0.003653	0.004644	0.004668	0.00457	0.001899	0.001719	0.002873	0	-0.002117	-0.00312	0.003221	0.005922	0.007556	0.007656	0.006128	0.005942	0.005601	0.005404	0.004926	0.005382	0.005571	0.001728	0.004022	0.00145	0.00545	0.005978	0.004192	0.004581	0.004507	0.003137	0.002511	0	0	0	0	0	0.004861	0.005648
0.00758	0.0338	0.06561	0.08336	0.09845	0.05352	0.04359	0.05875	0.07656	0.07085	0.07702	0.05882	0.05081	0.03803	0.0387	0.02014	0.04469	0.05096	0.0539	0.05699	0.05749	0.05811	0.06676	0.06646	0.06808	0.07415	0.07549	0.07598	0.06771	0.06887	0.06562	0.06583	0.063	0.06223	0.06123	0.06015	0.05649	0.06057	0.06177	0.07248	0.07341	0.07582	0.05246	0.04301	0.05263	0.0548	0.05574	0.05852	0.06371	0.06894	0.08566	0.09029	0.09424	0.09654	0.07193	0.07083	0	0	0	0	0.001452	0.002318	0.00349	0.00371	0.002034	0.002364	0.001669	0.002558	0.002816	0.004971	0.004918	0.0049	0.003638	0.00396	0.004115	0.001816	0.001037	0	0.00512	0.006965	0.007338	0.007436	0.006299	0.006023	0.0056	0.005409	0.005003	0.005365	0.005514	0.001295	0.004103	0.001352	0.005567	0.006167	0.004119	0.004455	0.004422	0.002755	0.002058	0	0.001453	0.001467	0	-0.001763	0.005397	0.006433
0.005529	0.02466	0.03915	0.04641	0.05301	0.07443	0.02928	0.03614	0.04414	0.0636	0.05248	0.05183	0.04356	0.03143	0.05382	0.02802	0.03067	0.03747	0.04106	0.04534	0.04606	0.04622	0.04753	0.04833	0.04766	0.04629	0.04525	0.0444	0.04963	0.05141	0.05032	0.05049	0.04972	0.04926	0.04858	0.04795	0.04598	0.04816	0.04881	0.05093	0.05262	0.05206	0.04281	0.03536	0.04455	0.04576	0.0463	0.04979	0.05529	0.06157	0.04899	0.05111	0.05208	0.05227	0.05258	0.05251	0	0	0	0	0.001336	0.002096	0.002997	0.003184	0.002829	0.003287	0.001413	0.001701	0.001632	0.004069	0.003971	0.003983	0.003455	0.004146	0.003353	0.001951	0.001393	0	0.004902	0.005976	0.005736	0.005811	0.005412	0.005163	0.004796	0.004549	0.003975	0.004548	0.004799	0.001865	0.003471	0.001458	0.004467	0.005036	0.003191	0.003361	0.003377	0.001797	0.001271	-0.001196	0.00146	0.00143	0	0	0.003911	0.004399
0.01251	0.0558	0.07071	0.05184	0.04452	0.03026	0.08657	0.07626	0.05862	0.03694	0.04079	0.03708	0.0374	0.03607	0.02188	0.01139	0.08077	0.0695	0.06084	0.0455	0.04314	0.04358	0.04974	0.04892	0.05072	0.05525	0.05627	0.05665	0.04967	0.05017	0.0474	0.04755	0.04505	0.04445	0.04371	0.04318	0.04174	0.04328	0.04378	0.04087	0.04301	0.04081	0.0405	0.03718	0.03844	0.03974	0.04031	0.03938	0.03938	0.03713	0.05676	0.05639	0.05121	0.04582	0.04376	0.04424	-0.008121	-0.002632	0	0	0	0.001213	0.001906	0.002285	0.00115	0.001337	-0.009826	-0.002047	0.002817	0.001071	0.002076	0.002067	0.001232	0.00129	0.001599	0	0	-0.001007	0.002204	0.003755	0.004415	0.004485	0.003746	0.003584	0.003313	0.003062	0.002403	0.003091	0.003385	0.001563	0.002423	0.001016	0.002611	0.00282	0.00216	0.002316	0.002297	0.001904	0.001899	0	0	0	0	0	0.002293	0.002428
0.01109	0.04946	0.1077	0.07338	0.05912	0.03677	0.0755	0.1429	0.08524	0.04638	0.05086	0.04333	0.04151	0.0368	0.02659	0.01384	0.07248	0.0663	0.06085	0.05133	0.04974	0.05058	0.06312	0.06121	0.06518	0.07641	0.07964	0.08128	0.06182	0.06162	0.05693	0.05712	0.05256	0.0517	0.05073	0.04997	0.0478	0.05014	0.05088	0.05012	0.05227	0.05066	0.04538	0.03949	0.04317	0.04516	0.04602	0.04573	0.04687	0.04609	0.08023	0.07906	0.07034	0.06147	0.05272	0.05297	-0.001322	-0.02122	0	0	0.001075	0.001635	0.002536	0.002811	0.001398	0.001624	-0.002367	0.002119	0.004775	0.002878	0.003354	0.003289	0.00136	0.001155	0.002169	0	-0.0016	-0.002375	0.002428	0.004724	0.006143	0.006227	0.004928	0.004775	0.004493	0.00426	0.003656	0.004273	0.004535	0.001836	0.003183	0.00127	0.00396	0.004223	0.003156	0.003468	0.003426	0.002668	0.002387	0	0	0	0.001213	0.001209	0.00335	0.003705
0.009179	0.04093	0.09876	0.09997	0.07792	0.04533	0.05836	0.08606	0.1372	0.05876	0.06399	0.05162	0.04712	0.03785	0.03278	0.01706	0.05837	0.06074	0.06093	0.06018	0.05998	0.06156	0.08646	0.08155	0.09088	0.1156	0.1235	0.1278	0.08172	0.08003	0.07205	0.07228	0.06382	0.06254	0.06119	0.06012	0.05696	0.06036	0.06144	0.06248	0.06476	0.06359	0.05279	0.04306	0.0499	0.0531	0.05444	0.05476	0.05717	0.05797	0.122	0.1181	0.1007	0.08348	0.06493	0.06498	0.001236	0	-0.00905	0	0.001334	0.002075	0.0032	0.003402	0.001723	0.002002	0.001431	0.00293	0.003575	0.003849	0.003862	0.00356	-0.002626	-0.00331	-0.001253	-0.008843	-0.01124	-0.01306	-0.001251	0.002866	0.00664	0.006745	0.005402	0.005382	0.005175	0.005	0.004507	0.005005	0.00521	0.002005	0.003796	0.001495	0.005145	0.005886	0.004238	0.004577	0.004393	0.003361	0.002837	0	-0.007997	-0.005524	0	0.00206	0.004153	0.00468
0.006507	0.02902	0.04973	0.0605	0.0699	0.06324	0.03557	0.04537	0.05694	0.1286	0.06242	0.05561	0.04844	0.03539	0.04573	0.0238	0.03735	0.046	0.0506	0.05603	0.05695	0.0572	0.05961	0.06046	0.05991	0.05906	0.05806	0.05718	0.06202	0.06408	0.06242	0.06263	0.06127	0.06067	0.05979	0.05905	0.05677	0.05927	0.06002	0.06097	0.06335	0.06203	0.05208	0.04127	0.05164	0.0553	0.05684	0.0649	0.08634	0.1185	0.06349	0.06643	0.06815	0.0688	0.06365	0.0638	0	0	0	-0.01526	0.001377	0.002057	0.003389	0.003588	0.002404	0.002793	0.001894	0.002353	0.002333	0.005555	0.00545	0.005454	0.004601	0.005455	0.004516	0.002536	0.001769	0.001155	0.006443	0.007891	0.007744	0.007838	0.007237	0.006935	0.006487	0.00618	0.00548	0.006175	0.006492	0.002376	0.004305	0.001626	0.006057	0.00661	0.004652	0.005061	0.004845	0.002322	-0.004469	-0.01807	0.001827	0.001777	0	0	0.00481	0.005409
